TIME,FORCE,ANSYS,WORK
75,-656.25,-0.01353535,-0.0135334
76,-665,-0.01371215,-0.0137102
77,-673.75,-0.0138888,-0.0138868
78,-682.5,-0.0140654,-0.01406335
79,-691.25,-0.01424195,-0.01423985
80,-700,-0.01441835,-0.01441615
81,-708.75,-0.0145946,-0.0145924
82,-717.5,-0.01477085,-0.0147686
83,-726.25,-0.01494695,-0.0149447
84,-735,-0.015123,-0.01512065
85,-743.75,-0.01529895,-0.01529655
86,-752.5,-0.0154748,-0.01547235
87,-761.25,-0.01565055,-0.015648
88,-770,-0.0158262,-0.0158236
89,-778.75,-0.01600175,-0.01599915
90,-787.5,-0.01617725,-0.01617455
91,-796.25,-0.0163526,-0.01634985
92,-805,-0.0165279,-0.0165251
93,-813.75,-0.0167031,-0.0167002
94,-822.5,-0.0168782,-0.0168753
95,-831.25,-0.0170532,-0.0170502
96,-840,-0.0172281,-0.01722505
97,-848.75,-0.01740295,-0.01739985
98,-857.5,-0.01757765,-0.01757445
99,-866.25,-0.0177523,-0.01774905
100,-875,-0.0179268,-0.0179235
101,-883.75,-0.01810125,-0.0180979
102,-892.5,-0.0182756,-0.0182722
103,-901.25,-0.01844985,-0.0184464
104,-910,-0.01862405,-0.0186205
105,-918.75,-0.0187981,-0.0187945
106,-927.5,-0.0189721,-0.0189684
107,-936.25,-0.019146,-0.01914245
108,-945,-0.0193198,-0.01931725
109,-953.75,-0.0194935,-0.0194926
110,-962.5,-0.01966775,-0.01966875
111,-971.25,-0.01984285,-0.01984485
112,-980,-0.02001815,-0.02002135
113,-988.75,-0.0201933,-0.0201981
114,-997.5,-0.02036875,-0.0203752
115,-1006.25,-0.02054455,-0.02055255
116,-1015,-0.02072095,-0.02072975
117,-1023.75,-0.0208972,-0.02090775
118,-1032.5,-0.0210734,-0.02108615
119,-1041.25,-0.0212509,-0.02126495
120,-1050,-0.02142865,-0.02144405
121,-1058.75,-0.02160635,-0.0216237
122,-1067.5,-0.0217862,-0.02180385
123,-1076.25,-0.02196735,-0.0219845
124,-1085,-0.0221494,-0.02216525
125,-1093.75,-0.0223316,-0.0223464
126,-1102.5,-0.0225143,-0.022528
127,-1111.25,-0.022698,-0.0227106
128,-1120,-0.02288225,-0.0228948
129,-1128.75,-0.0230666,-0.02308195
130,-1137.5,-0.0232532,-0.0232707
131,-1146.25,-0.02344005,-0.02345975
132,-1155,-0.02362685,-0.0236491
133,-1163.75,-0.02381375,-0.02383985
134,-1172.5,-0.0240028,-0.02403395
135,-1181.25,-0.02419265,-0.0242286
136,-1190,-0.02438335,-0.02442315
137,-1198.75,-0.0245767,-0.0246176
138,-1207.5,-0.0247722,-0.0248121
139,-1216.25,-0.0249676,-0.02501015
140,-1225,-0.02516305,-0.0252098
141,-1233.75,-0.02535965,-0.02540945
142,-1242.5,-0.0255576,-0.02561115
143,-1251.25,-0.02575665,-0.02581395
144,-1260,-0.025957,-0.02601715
145,-1268.75,-0.026159,-0.0262209
146,-1277.5,-0.02636455,-0.02642665
147,-1286.25,-0.026571,-0.02663395
148,-1295,-0.02677745,-0.026844
149,-1303.75,-0.02698485,-0.02705415
150,-1312.5,-0.02719485,-0.02726425
151,-1321.25,-0.0274079,-0.0274752
152,-1330,-0.0276221,-0.0276872
153,-1338.75,-0.02783875,-0.02789945
154,-1347.5,-0.0280571,-0.02811265
155,-1356.25,-0.02827655,-0.02832595
156,-1365,-0.0284959,-0.0285398
157,-1373.75,-0.0287153,-0.0287552
158,-1382.5,-0.0289359,-0.02897105
159,-1391.25,-0.02915755,-0.0291875
160,-1400,-0.02938065,-0.0294049
161,-1408.75,-0.0296066,-0.0296229
162,-1417.5,-0.02983325,-0.02984115
163,-1426.25,-0.0300625,-0.03005945
164,-1435,-0.03029355,-0.0302787
165,-1443.75,-0.0305263,-0.0305007
166,-1452.5,-0.03076035,-0.0307256
167,-1461.25,-0.0309944,-0.03095215
168,-1470,-0.03122835,-0.03117865
169,-1478.75,-0.0314626,-0.0314058
170,-1487.5,-0.0316976,-0.03163355
171,-1496.25,-0.0319336,-0.03186435
172,-1505,-0.0321713,-0.03209655
173,-1513.75,-0.0324104,-0.03232875
174,-1522.5,-0.032651,-0.032561
175,-1531.25,-0.03289395,-0.03279395
176,-1540,-0.03313885,-0.033031
177,-1548.75,-0.0333838,-0.03326825
178,-1557.5,-0.0336294,-0.0335067
179,-1566.25,-0.03387535,-0.03374565
180,-1575,-0.03412135,-0.03398495
181,-1583.75,-0.0343673,-0.03422415
182,-1592.5,-0.0346147,-0.03446445
183,-1601.25,-0.0348622,-0.03470605
184,-1610,-0.0351096,-0.0349497
185,-1618.75,-0.03535795,-0.03519455
186,-1627.5,-0.0356103,-0.0354408
187,-1636.25,-0.03586255,-0.03568815
188,-1645,-0.036115,-0.0359369
189,-1653.75,-0.03636755,-0.03618645
190,-1662.5,-0.03662,-0.0364363
191,-1671.25,-0.0368724,-0.03668865
192,-1680,-0.03712485,-0.0369422
193,-1688.75,-0.0373782,-0.03719615
194,-1697.5,-0.03763155,-0.0374513
195,-1706.25,-0.0378855,-0.0377086
196,-1715,-0.03814045,-0.03796615
197,-1723.75,-0.0383966,-0.03822535
198,-1732.5,-0.03865285,-0.03848515
199,-1741.25,-0.03890925,-0.03874505
200,-1750,-0.0391666,-0.03900505
201,-1758.75,-0.0394238,-0.03926525
202,-1767.5,-0.0396812,-0.039526
203,-1776.25,-0.03993865,-0.03978795
204,-1785,-0.0401969,-0.0400516
205,-1793.75,-0.0404556,-0.04031595
206,-1802.5,-0.04071425,-0.0405805
207,-1811.25,-0.0409774,-0.0408462
208,-1820,-0.04124425,-0.04111295
209,-1828.75,-0.04151355,-0.04137985
210,-1837.5,-0.0417849,-0.0416468
211,-1846.25,-0.0420585,-0.0419137
212,-1855,-0.04233345,-0.0421807
213,-1863.75,-0.04260915,-0.0424487
214,-1872.5,-0.0428855,-0.04271705
215,-1881.25,-0.043163,-0.04298785
216,-1890,-0.0434418,-0.0432634
217,-1898.75,-0.04372145,-0.04354285
218,-1907.5,-0.0440026,-0.043824
219,-1916.25,-0.0442854,-0.04410705
220,-1925,-0.04456895,-0.04439155
221,-1933.75,-0.0448534,-0.04467745
222,-1942.5,-0.0451385,-0.04496375
223,-1951.25,-0.04542555,-0.0452517
224,-1960,-0.04571325,-0.04553965
225,-1968.75,-0.04600205,-0.04582875
226,-1977.5,-0.0462921,-0.0461194
227,-1986.25,-0.04658265,-0.04641115
228,-1995,-0.04687415,-0.04670415
229,-2003.75,-0.0471661,-0.04699775
230,-2012.5,-0.04745825,-0.0472918
231,-2021.25,-0.0477506,-0.04758655
232,-2030,-0.0480443,-0.04788375
233,-2038.75,-0.04833865,-0.0481815
234,-2047.5,-0.04863325,-0.0484796
235,-2056.25,-0.04892915,-0.04877805
236,-2065,-0.0492265,-0.04907695
237,-2073.75,-0.0495264,-0.04937595
238,-2082.5,-0.0498275,-0.0496754
239,-2091.25,-0.0501306,-0.04997625
240,-2100,-0.05043905,-0.0502778
241,-2108.75,-0.05075165,-0.0505806
242,-2117.5,-0.05106725,-0.0508848
243,-2126.25,-0.05138495,-0.0511904
244,-2135,-0.051705,-0.05149665
245,-2143.75,-0.0520268,-0.0518029
246,-2152.5,-0.0523493,-0.0521094
247,-2161.25,-0.05267255,-0.0524173
248,-2170,-0.05299705,-0.05272675
249,-2178.75,-0.0533218,-0.05303955
250,-2187.5,-0.05364825,-0.05335465
251,-2196.25,-0.05397495,-0.05367095
252,-2205,-0.054303,-0.0539887
253,-2213.75,-0.05463225,-0.0543075
254,-2222.5,-0.05496205,-0.0546275
255,-2231.25,-0.0552931,-0.05494765
256,-2240,-0.0556265,-0.05526935
257,-2248.75,-0.0559611,-0.0555912
258,-2257.5,-0.0562969,-0.0559135
259,-2266.25,-0.05663315,-0.0562367
260,-2275,-0.05696925,-0.0565609
261,-2283.75,-0.05730645,-0.0568852
262,-2292.5,-0.05764445,-0.05721035
263,-2301.25,-0.05798275,-0.05753715
264,-2310,-0.0583215,-0.05786435
265,-2318.75,-0.058661,-0.05819135
266,-2327.5,-0.0590014,-0.0585188
267,-2336.25,-0.0593433,-0.0588475
268,-2345,-0.0596859,-0.05917635
269,-2353.75,-0.0600293,-0.05950535
270,-2362.5,-0.06037295,-0.05983565
271,-2371.25,-0.0607169,-0.06016915
272,-2380,-0.0610611,-0.06050565
273,-2388.75,-0.0614057,-0.06084315
274,-2397.5,-0.0617509,-0.06118175
275,-2406.25,-0.0620978,-0.06152085
276,-2415,-0.0624473,-0.06186165
277,-2423.75,-0.06279785,-0.06220345
278,-2432.5,-0.06314975,-0.06254645
279,-2441.25,-0.06350325,-0.0628911
280,-2450,-0.06385705,-0.06323655
281,-2458.75,-0.06421115,-0.06358225
282,-2467.5,-0.0645658,-0.0639283
283,-2476.25,-0.06492105,-0.0642747
284,-2485,-0.06527775,-0.06462195
285,-2493.75,-0.065635,-0.06496985
286,-2502.5,-0.06599325,-0.06531925
287,-2511.25,-0.0663517,-0.0656686
288,-2520,-0.0667107,-0.0660189
289,-2528.75,-0.06706965,-0.0663691
290,-2537.5,-0.06742905,-0.0667194
291,-2546.25,-0.06778845,-0.06707115
292,-2555,-0.06814895,-0.0674228
293,-2563.75,-0.0685105,-0.06777475
294,-2572.5,-0.06887225,-0.0681279
295,-2581.25,-0.069234,-0.06848155
296,-2590,-0.0695956,-0.0688352
297,-2598.75,-0.0699575,-0.0691896
298,-2607.5,-0.0703195,-0.0695442
299,-2616.25,-0.0706815,-0.06989905
300,-2625,-0.07104395,-0.07025375
301,-2633.75,-0.0714066,-0.070609
302,-2642.5,-0.0717692,-0.07096405
303,-2651.25,-0.07213235,-0.0713198
304,-2660,-0.0724956,-0.07167575
305,-2668.75,-0.07285895,-0.0720316
306,-2677.5,-0.0732226,-0.07238725
307,-2686.25,-0.0735864,-0.0727427
308,-2695,-0.07395075,-0.07309845
309,-2703.75,-0.0743151,-0.073454
310,-2712.5,-0.0746799,-0.07380985
311,-2721.25,-0.07504485,-0.07416675
312,-2730,-0.07541015,-0.0745246
313,-2738.75,-0.07577525,-0.07488285
314,-2747.5,-0.0761406,-0.075241
315,-2756.25,-0.07650655,-0.07559905
316,-2765,-0.07687235,-0.0759577
317,-2773.75,-0.0772387,-0.07631635
318,-2782.5,-0.07760515,-0.0766747
319,-2791.25,-0.07797135,-0.0770332
320,-2800,-0.0783373,-0.0773915
321,-2808.75,-0.07870295,-0.07774975
322,-2817.5,-0.0790698,-0.0781084
323,-2826.25,-0.07943755,-0.07846735
324,-2835,-0.07980495,-0.07882675
325,-2843.75,-0.0801724,-0.0791868
326,-2852.5,-0.08053955,-0.07954675
327,-2861.25,-0.0809067,-0.0799064
328,-2870,-0.08127385,-0.08026575
329,-2878.75,-0.08164085,-0.0806255
330,-2887.5,-0.0820078,-0.0809867
331,-2896.25,-0.08237495,-0.0813488
332,-2905,-0.0827427,-0.0817109
333,-2913.75,-0.08311085,-0.0820741
334,-2922.5,-0.083479,-0.0824373
335,-2931.25,-0.0838472,-0.08280065
336,-2940,-0.08421575,-0.0831648
337,-2948.75,-0.084585,-0.08352865
338,-2957.5,-0.084955,-0.0838924
339,-2966.25,-0.08532555,-0.08425685
340,-2975,-0.0856959,-0.08462215
341,-2983.75,-0.08606615,-0.0849874
342,-2992.5,-0.0864362,-0.08535265
343,-3001.25,-0.08680655,-0.0857183
344,-3010,-0.08717695,-0.08608405
345,-3018.75,-0.0875471,-0.08645005
346,-3027.5,-0.08791765,-0.08681615
347,-3036.25,-0.0882881,-0.08718225
348,-3045,-0.08865825,-0.0875481
349,-3053.75,-0.08902845,-0.08791435
350,-3062.5,-0.0893988,-0.0882807
351,-3071.25,-0.08976895,-0.08864715
352,-3080,-0.0901393,-0.0890136
353,-3088.75,-0.0905094,-0.0893797
354,-3097.5,-0.09087925,-0.0897456
355,-3106.25,-0.09124885,-0.0901116
356,-3115,-0.09161845,-0.09047775
357,-3123.75,-0.0919884,-0.090844
358,-3132.5,-0.0923582,-0.0912099
359,-3141.25,-0.09272815,-0.0915757
360,-3150,-0.0930983,-0.09194155
361,-3158.75,-0.0934683,-0.0923079
362,-3167.5,-0.0938382,-0.0926745
363,-3176.25,-0.0942082,-0.09304085
364,-3185,-0.094578,-0.09340725
365,-3193.75,-0.09494775,-0.09377365
366,-3202.5,-0.09531735,-0.09413995
367,-3211.25,-0.0956869,-0.0945063
368,-3220,-0.09605645,-0.0948722
369,-3228.75,-0.0964264,-0.09523775
370,-3237.5,-0.09679625,-0.09560355
371,-3246.25,-0.0971659,-0.0959697
372,-3255,-0.09753545,-0.09633585
373,-3263.75,-0.09790465,-0.09670155
374,-3272.5,-0.0982734,-0.0970671
375,-3281.25,-0.09864215,-0.0974327
376,-3290,-0.0990106,-0.09779815
377,-3298.75,-0.09937875,-0.09816335
378,-3307.5,-0.09974675,-0.0985283
379,-3316.25,-0.100114,-0.0988928
380,-3325,-0.1004815,-0.0992573
381,-3333.75,-0.100849,-0.0996218
382,-3342.5,-0.101216,-0.099986
383,-3351.25,-0.1015825,-0.10035
384,-3360,-0.1019495,-0.1007145
385,-3368.75,-0.1023165,-0.1010785
386,-3377.5,-0.102683,-0.101442
387,-3386.25,-0.1030495,-0.101806
388,-3395,-0.1034165,-0.1021705
389,-3403.75,-0.1037835,-0.102535
390,-3412.5,-0.1041505,-0.1028995
391,-3421.25,-0.1045175,-0.1032645
392,-3430,-0.104884,-0.1036295
393,-3438.75,-0.105251,-0.1039945
394,-3447.5,-0.105617,-0.1043595
395,-3456.25,-0.105983,-0.1047245
396,-3465,-0.106349,-0.1050895
397,-3473.75,-0.1067145,-0.1054545
398,-3482.5,-0.1070805,-0.1058185
399,-3491.25,-0.1074455,-0.1061835
400,-3500,-0.1078105,-0.1065475
401,-3491.25,-0.1076725,-0.1064095
402,-3482.5,-0.1075345,-0.1062715
403,-3473.75,-0.1073965,-0.1061335
404,-3465,-0.1072585,-0.1059945
405,-3456.25,-0.10712,-0.1058565
406,-3447.5,-0.1069815,-0.1057185
407,-3438.75,-0.106843,-0.1055795
408,-3430,-0.106705,-0.1054405
409,-3421.25,-0.106566,-0.1053025
410,-3412.5,-0.1064275,-0.1051635
411,-3403.75,-0.106289,-0.1050245
412,-3395,-0.10615,-0.104886
413,-3386.25,-0.106011,-0.104747
414,-3377.5,-0.1058725,-0.104608
415,-3368.75,-0.105734,-0.104469
416,-3360,-0.105595,-0.10433
417,-3351.25,-0.1054555,-0.1041905
418,-3342.5,-0.1053165,-0.1040515
419,-3333.75,-0.105177,-0.103912
420,-3325,-0.105038,-0.103773
421,-3316.25,-0.1048985,-0.1036335
422,-3307.5,-0.104759,-0.103494
423,-3298.75,-0.10462,-0.1033545
424,-3290,-0.1044805,-0.1032145
425,-3281.25,-0.1043405,-0.103075
426,-3272.5,-0.104201,-0.102935
427,-3263.75,-0.1040615,-0.1027955
428,-3255,-0.1039215,-0.1026555
429,-3246.25,-0.1037815,-0.1025155
430,-3237.5,-0.1036415,-0.1023755
431,-3228.75,-0.1035015,-0.1022355
432,-3220,-0.1033615,-0.102095
433,-3211.25,-0.1032215,-0.101955
434,-3202.5,-0.1030815,-0.101815
435,-3193.75,-0.1029415,-0.101674
436,-3185,-0.102801,-0.101534
437,-3176.25,-0.1026605,-0.101394
438,-3167.5,-0.1025205,-0.101253
439,-3158.75,-0.1023795,-0.101112
440,-3150,-0.102239,-0.100972
441,-3141.25,-0.1020985,-0.100831
442,-3132.5,-0.101958,-0.10069
443,-3123.75,-0.101817,-0.100549
444,-3115,-0.101676,-0.100408
445,-3106.25,-0.101535,-0.100267
446,-3097.5,-0.101394,-0.100126
447,-3088.75,-0.101253,-0.099985
448,-3080,-0.101112,-0.0998438
449,-3071.25,-0.100971,-0.0997025
450,-3062.5,-0.10083,-0.09956115
451,-3053.75,-0.100689,-0.09941975
452,-3045,-0.100547,-0.09927825
453,-3036.25,-0.100406,-0.0991367
454,-3027.5,-0.100264,-0.0989951
455,-3018.75,-0.100123,-0.0988534
456,-3010,-0.09998115,-0.09871165
457,-3001.25,-0.09983945,-0.09856985
458,-2992.5,-0.0996977,-0.09842795
459,-2983.75,-0.09955585,-0.098286
460,-2975,-0.099414,-0.098144
461,-2966.25,-0.099272,-0.0980019
462,-2957.5,-0.09913,-0.0978597
463,-2948.75,-0.0989879,-0.09771745
464,-2940,-0.09884575,-0.09757515
465,-2931.25,-0.0987035,-0.09743285
466,-2922.5,-0.09856125,-0.0972904
467,-2913.75,-0.09841885,-0.0971479
468,-2905,-0.0982764,-0.09700535
469,-2896.25,-0.09813395,-0.0968627
470,-2887.5,-0.09799135,-0.09672
471,-2878.75,-0.09784875,-0.09657725
472,-2870,-0.097706,-0.0964344
473,-2861.25,-0.09756325,-0.0962915
474,-2852.5,-0.09742045,-0.0961485
475,-2843.75,-0.09727755,-0.09600545
476,-2835,-0.0971346,-0.09586235
477,-2826.25,-0.09699155,-0.0957192
478,-2817.5,-0.09684845,-0.09557595
479,-2808.75,-0.0967053,-0.0954326
480,-2800,-0.096562,-0.09528925
481,-2791.25,-0.09641875,-0.0951458
482,-2782.5,-0.09627535,-0.09500225
483,-2773.75,-0.0961319,-0.0948587
484,-2765,-0.09598835,-0.094715
485,-2756.25,-0.0958448,-0.0945713
486,-2747.5,-0.09570115,-0.0944275
487,-2738.75,-0.0955574,-0.09428365
488,-2730,-0.09541365,-0.0941397
489,-2721.25,-0.0952698,-0.0939957
490,-2712.5,-0.0951259,-0.0938516
491,-2703.75,-0.09498185,-0.0937075
492,-2695,-0.0948378,-0.0935633
493,-2686.25,-0.0946937,-0.093419
494,-2677.5,-0.0945495,-0.09327465
495,-2668.75,-0.0944052,-0.09313025
496,-2660,-0.09426085,-0.0929857
497,-2651.25,-0.0941165,-0.0928412
498,-2642.5,-0.093972,-0.09269655
499,-2633.75,-0.09382745,-0.09255185
500,-2625,-0.09368285,-0.09240705
501,-2616.25,-0.09353815,-0.09226225
502,-2607.5,-0.0933934,-0.09211735
503,-2598.75,-0.09324855,-0.0919724
504,-2590,-0.0931037,-0.0918273
505,-2581.25,-0.0929587,-0.0916822
506,-2572.5,-0.0928137,-0.09153705
507,-2563.75,-0.0926686,-0.09139175
508,-2555,-0.0925234,-0.09124645
509,-2546.25,-0.0923782,-0.091101
510,-2537.5,-0.09223285,-0.0909556
511,-2528.75,-0.0920875,-0.09081005
512,-2520,-0.0919421,-0.09066445
513,-2511.25,-0.09179655,-0.09051875
514,-2502.5,-0.09165095,-0.090373
515,-2493.75,-0.0915053,-0.0902272
516,-2485,-0.0913596,-0.0900813
517,-2476.25,-0.09121375,-0.08993535
518,-2467.5,-0.0910679,-0.08978935
519,-2458.75,-0.090922,-0.0896432
520,-2450,-0.090776,-0.08949705
521,-2441.25,-0.09062985,-0.0893508
522,-2432.5,-0.09048375,-0.0892045
523,-2423.75,-0.0903375,-0.0890581
524,-2415,-0.09019125,-0.08891165
525,-2406.25,-0.09004485,-0.08876515
526,-2397.5,-0.08989845,-0.0886185
527,-2388.75,-0.08975195,-0.08847185
528,-2380,-0.08960535,-0.0883251
529,-2371.25,-0.08945875,-0.0881783
530,-2362.5,-0.089312,-0.08803145
531,-2353.75,-0.08916525,-0.08788445
532,-2345,-0.08901835,-0.08773745
533,-2336.25,-0.08887145,-0.0875903
534,-2327.5,-0.0887245,-0.0874432
535,-2318.75,-0.0885774,-0.08729595
536,-2310,-0.08843025,-0.08714865
537,-2301.25,-0.08828305,-0.08700125
538,-2292.5,-0.08813575,-0.0868538
539,-2283.75,-0.08798845,-0.0867062
540,-2275,-0.087841,-0.08655865
541,-2266.25,-0.0876935,-0.08641095
542,-2257.5,-0.08754595,-0.08626325
543,-2248.75,-0.08739825,-0.0861154
544,-2240,-0.0872506,-0.0859675
545,-2231.25,-0.0871028,-0.0858196
546,-2222.5,-0.08695495,-0.0856715
547,-2213.75,-0.086807,-0.0855234
548,-2205,-0.086659,-0.08537525
549,-2196.25,-0.08651095,-0.08522695
550,-2187.5,-0.08636285,-0.08507865
551,-2178.75,-0.0862146,-0.0849303
552,-2170,-0.0860663,-0.0847818
553,-2161.25,-0.08591795,-0.08463325
554,-2152.5,-0.08576955,-0.08448465
555,-2143.75,-0.085621,-0.08433595
556,-2135,-0.08547245,-0.0841872
557,-2126.25,-0.08532375,-0.08403835
558,-2117.5,-0.08517505,-0.08388945
559,-2108.75,-0.0850263,-0.08374045
560,-2100,-0.0848774,-0.08359145
561,-2091.25,-0.08472845,-0.08344225
562,-2082.5,-0.08457945,-0.0832931
563,-2073.75,-0.0844304,-0.0831438
564,-2065,-0.08428125,-0.0829945
565,-2056.25,-0.084132,-0.08284505
566,-2047.5,-0.0839827,-0.08269555
567,-2038.75,-0.0838333,-0.08254595
568,-2030,-0.08368385,-0.08239635
569,-2021.25,-0.08353435,-0.0822466
570,-2012.5,-0.0833847,-0.0820968
571,-2003.75,-0.08323505,-0.081947
572,-1995,-0.08308535,-0.08179705
573,-1986.25,-0.0829355,-0.08164705
574,-1977.5,-0.0827856,-0.08149695
575,-1968.75,-0.08263565,-0.0813468
576,-1960,-0.08248565,-0.08119655
577,-1951.25,-0.0823355,-0.08104625
578,-1942.5,-0.08218535,-0.08089585
579,-1933.75,-0.08203505,-0.0807454
580,-1925,-0.08188475,-0.08059485
581,-1916.25,-0.08173435,-0.0804443
582,-1907.5,-0.08158385,-0.0802936
583,-1898.75,-0.08143335,-0.08014285
584,-1890,-0.0812827,-0.079992
585,-1881.25,-0.081132,-0.0798411
586,-1872.5,-0.08098125,-0.07969015
587,-1863.75,-0.08083035,-0.0795391
588,-1855,-0.0806794,-0.0793879
589,-1846.25,-0.08052845,-0.07923675
590,-1837.5,-0.08037735,-0.07908545
591,-1828.75,-0.0802262,-0.0789341
592,-1820,-0.080075,-0.07878265
593,-1811.25,-0.0799237,-0.0786312
594,-1802.5,-0.07977235,-0.0784796
595,-1793.75,-0.0796209,-0.07832795
596,-1785,-0.07946935,-0.0781762
597,-1776.25,-0.07931775,-0.0780244
598,-1767.5,-0.0791661,-0.0778725
599,-1758.75,-0.0790144,-0.07772055
600,-1750,-0.07886255,-0.0775685
601,-1741.25,-0.07871065,-0.0774164
602,-1732.5,-0.0785587,-0.07726425
603,-1723.75,-0.0784066,-0.07711195
604,-1715,-0.0782545,-0.07695965
605,-1706.25,-0.0781023,-0.0768072
606,-1697.5,-0.07795,-0.0766547
607,-1688.75,-0.0777977,-0.07650215
608,-1680,-0.07764525,-0.07634955
609,-1671.25,-0.07749275,-0.07619685
610,-1662.5,-0.0773402,-0.076044
611,-1653.75,-0.07718755,-0.07589115
612,-1645,-0.0770348,-0.0757382
613,-1636.25,-0.076882,-0.0755852
614,-1627.5,-0.0767291,-0.07543205
615,-1618.75,-0.07657615,-0.07527885
616,-1610,-0.07642315,-0.07512565
617,-1601.25,-0.07627,-0.0749723
618,-1592.5,-0.07611685,-0.0748189
619,-1583.75,-0.07596355,-0.0746654
620,-1575,-0.07581025,-0.07451185
621,-1566.25,-0.07565685,-0.07435825
622,-1557.5,-0.07550335,-0.0742045
623,-1548.75,-0.0753498,-0.0740507
624,-1540,-0.0751961,-0.0738968
625,-1531.25,-0.0750424,-0.0737429
626,-1522.5,-0.07488865,-0.07358885
627,-1513.75,-0.07473475,-0.07343475
628,-1505,-0.0745808,-0.0732806
629,-1496.25,-0.07442675,-0.0731263
630,-1487.5,-0.07427265,-0.072972
631,-1478.75,-0.0741185,-0.0728176
632,-1470,-0.07396425,-0.0726631
633,-1461.25,-0.0738099,-0.07250855
634,-1452.5,-0.0736555,-0.07235385
635,-1443.75,-0.073501,-0.07219915
636,-1435,-0.07334645,-0.0720443
637,-1426.25,-0.07319175,-0.07188945
638,-1417.5,-0.0730371,-0.0717345
639,-1408.75,-0.0728823,-0.07157945
640,-1400,-0.07272735,-0.07142435
641,-1391.25,-0.07257245,-0.07126915
642,-1382.5,-0.0724174,-0.0711139
643,-1373.75,-0.0722623,-0.0709585
644,-1365,-0.0721071,-0.0708031
645,-1356.25,-0.07195185,-0.07064755
646,-1347.5,-0.0717965,-0.070492
647,-1338.75,-0.07164105,-0.07033635
648,-1330,-0.07148555,-0.0701806
649,-1321.25,-0.07133,-0.0700248
650,-1312.5,-0.0711743,-0.06986885
651,-1303.75,-0.07101855,-0.06971285
652,-1295,-0.07086275,-0.06955685
653,-1286.25,-0.0707069,-0.0694007
654,-1277.5,-0.0705509,-0.0692445
655,-1268.75,-0.07039485,-0.06908815
656,-1260,-0.0702387,-0.06893175
657,-1251.25,-0.0700825,-0.06877535
658,-1242.5,-0.06992625,-0.06861875
659,-1233.75,-0.06976985,-0.06846215
660,-1225,-0.0696134,-0.0683055
